betai_mode,betaj_mode,betaij_mode,k_mode,m_mode,betai_low,betaj_low,betaij_low,k_low,m_low,betai_hi,betaj_hi,betaij_hi,k_hi,m_hi,betai,betaj,betaij,k,m,sigma,gamma,Ni,Ei0,Ii0,Ri0,Nj,Ej0,Ij0,Rj0
10.42966668,9.746169872,0.106875541,2.384100444,9.640850638,8.947485614,8.312509378,0.001155009,1.429068248,1.602824576,11.58781479,10.95488107,0.330056957,3.857585229,24.58679842,10.48677609,9.285805683,0.303167718,1.881853513,13.29656259,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
10.83758331,8.209118233,0.202608422,5.328677948,5.793156955,9.797595044,6.384898063,0.002089079,2.353708469,1.46608608,12.09788913,10.23163231,0.431469935,9.546384671,14.77690623,10.89623214,7.979288802,0.33825516,5.791766951,6.633438274,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
11.16617836,10.16322583,0.138052219,1.535541314,3.37442902,9.324150179,8.771015282,0.002736813,0.781966819,0.094528789,12.22621228,11.41079648,0.500294225,2.436442183,16.01748553,11.3951774,10.4679054,0.142183075,2.490548219,3.11135457,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
10.52503971,10.25397325,0.083293008,2.31792044,21.37214214,9.258675935,9.126108978,0.005991384,1.198371178,7.079264852,11.87953305,11.43594646,0.265490125,3.918804852,39.82969962,10.94838942,9.360665858,0.120662944,3.27054123,17.4442519,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
10.55242445,10.96296209,0.139438033,5.677712705,6.110523484,9.603740856,10.2307265,0.009394282,3.401753446,1.047629431,11.96511642,11.89283827,0.281836488,11.28201811,14.49916516,10.32933873,10.4581729,0.277936834,5.398285868,11.1073134,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
10.65996378,9.984301938,0.136037323,2.227615283,10.78377453,9.529903795,8.704378013,0.001658453,1.319902434,1.613347355,12.19983595,11.19773004,0.314994197,3.581746683,26.70361889,11.96219123,9.20171463,0.131926757,2.124417434,9.830946775,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
11.03149941,9.123629857,0.106818201,3.920577886,17.04756438,9.770170564,7.83649342,0.003303975,2.088634641,10.17210665,12.0116599,10.45967662,0.280552575,6.667949332,33.32083636,11.04180316,8.293767206,0.219292273,3.535834957,14.6723027,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
11.09175966,6.493034922,0.319656894,2.449208631,10.75325871,9.912164795,4.478062291,0.034776333,1.359047113,2.662132673,12.33828744,9.100087436,0.775095504,4.333262132,25.54297167,10.19370846,8.684698975,0.149205368,2.616634953,14.0722706,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
11.4859817,7.427287359,0.649744819,2.955866821,13.68438604,10.47268753,5.460073875,0.195075455,1.878449807,6.529117459,12.94948457,8.764244623,1.301378667,5.239375713,27.69386579,11.6751415,8.623914191,0.286132137,3.063187129,16.64262515,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
11.7721576,8.628754293,0.056887061,1.741159415,4.732806576,10.67198183,6.814773334,3.34E-05,0.953889656,0.031695929,13.13383307,11.0845386,0.256549581,2.980514997,18.12944942,10.30659778,7.891177934,0.123268094,1.694373098,9.269148671,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
9.939923206,8.694761645,0.271024494,5.068708999,13.85075667,8.744933106,7.685952255,0.095112643,2.343123147,6.647213719,11.29093253,9.761510078,0.554658621,7.837779508,28.58620615,10.01148864,8.952677247,0.222333645,4.151788407,14.25209936,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
9.829475088,4.627166573,0.200547864,2.331704924,5.489605166,8.34334254,0.031564289,0.00106061,1.257045783,0.597108363,11.0733141,8.093989741,0.808593852,5.304019113,15.52635686,9.960332725,8.169704149,0.017635553,1.727625826,7.268794586,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
10.522634,8.854850969,0.618195656,3.313170872,12.93596195,8.947417109,7.826966739,0.312856878,2.190603982,5.092466523,11.84611325,9.709580973,1.169725411,6.069642653,23.49649959,10.62530421,9.435292038,0.348616196,3.728212702,15.41022768,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
12.22745728,8.405131096,0.298964182,2.436979893,4.080336601,10.45832339,6.16354209,0.045178746,1.502764594,0.105192933,12.96165307,9.771603127,0.838567259,4.334067603,13.91097504,12.09380075,8.53466964,0.165849309,2.671791589,8.546963354,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
8.211792094,8.372696946,0.098290039,4.421040757,6.589757086,6.76707594,6.463505632,0.001533436,1.297867892,0.447660405,10.08107724,10.5295763,0.322066361,16.26167865,16.48706785,9.985762186,9.273908407,0.236523129,3.932905349,2.678353189,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
10.90308059,10.2112706,0.192436876,3.39587173,4.429718358,9.150645396,8.90154368,0.005390885,1.670949739,0.019737197,11.95310246,11.28046822,0.500301544,5.506665514,13.53272851,11.26240689,9.536405067,0.31314025,3.439585337,2.46062471,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
11.61745088,10.0367941,0.137261811,4.61125089,5.456633093,10.70122839,8.981988883,0.019195015,2.44992932,0.026882761,12.88057766,11.17453821,0.348445793,7.972980534,14.32806217,10.65393125,9.515656822,0.174665223,4.697255052,10.42943341,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
11.90360528,4.530482628,0.048257808,3.342270808,13.73615258,10.86698411,0.157108678,0.003588114,1.572838385,5.135626431,13.31548076,8.287617825,0.179337551,5.870827467,28.94645895,11.49389027,8.699455289,0.023243135,2.996715264,10.5726368,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
11.22221178,9.587378212,0.328834675,4.057821093,18.57174187,10.15569117,8.558660481,0.108819933,2.429471607,11.35514154,12.467826,10.34830106,0.585718337,6.66455428,35.47960363,11.74776636,9.696562107,0.241351209,4.310373567,16.95357764,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
10.63887283,8.015682617,0.126717847,4.26752387,14.00059388,9.545501832,6.533494907,0.014283621,1.970878769,6.803594099,11.61168215,9.984521086,0.287593691,8.118996509,25.18931283,11.21067762,7.818768749,0.10482436,5.109299153,12.43896733,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
12.04887269,9.585374838,0.24540677,7.627436105,12.66941103,11.12401235,8.589657459,0.085166238,4.129280877,6.6507531,13.05986285,10.37641332,0.452889764,13.27175145,20.3361951,12.10963278,10.09498863,0.101274226,5.738781563,15.0980033,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
12.38346693,8.285472722,0.164249635,5.692338703,12.53404654,11.51467749,7.241110496,0.01586996,3.055365304,4.867235445,13.41613857,10.02620516,0.341274566,10.86807362,21.22966304,11.84503818,8.489889586,0.040811158,4.562722853,14.38721121,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
10.89837586,9.092642227,0.428664188,2.44094319,6.836059486,9.553087959,7.782227622,0.105339909,1.589189126,0.956866276,12.66355645,10.12860219,1.083666567,4.165564549,16.85873358,10.75496534,9.575253082,0.214359146,3.214770835,10.70204682,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
9.044236301,11.2541511,0.118310764,4.13579931,15.56288991,7.604118986,10.32286338,0.022428715,2.218390825,8.548987507,10.38637155,12.31230797,0.266142443,7.082187769,36.52445365,10.51433558,10.34871927,0.145854816,2.887551779,8.621785695,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
9.616998404,9.346676968,0.033277054,5.924711067,5.738701505,8.424156089,7.158802806,8.76E-05,0.536016358,1.087237334,11.00276725,11.71112489,0.129990411,22.6653464,12.47755147,10.25322477,10.03426609,0.025077235,4.459264482,8.087742146,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
11.3285565,8.839740748,0.135131389,4.488291316,25.1250169,10.46556741,7.800520668,0.034431551,2.155666364,10.16129833,12.76456238,10.16054725,0.303444119,7.23230817,41.59654656,11.98182158,8.66147575,0.083735092,3.6541495,16.79013481,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
9.440612707,9.951708677,0.466394337,3.388994608,12.64571101,7.962703977,9.223368878,0.165217442,1.950038398,2.306059722,11.19745898,11.08694794,0.790524623,5.470677669,22.03202731,10.14560078,9.481348959,0.331643532,4.78618811,10.24381154,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
9.4205295,9.141390886,0.138746701,4.814000626,13.49919441,8.335617943,8.080591882,0.015212061,2.58288073,2.540426833,10.89017959,10.74619869,0.302849801,9.106579267,25.45088392,9.946738505,8.364684284,0.047120498,5.27530097,11.16167204,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
11.13740909,7.734860545,0.127732413,4.95351393,8.641810531,9.776109172,5.545134925,0.008933197,2.996163699,1.806740562,12.01812719,9.711283931,0.290371242,11.70911988,16.29012252,10.768037,8.973189168,0.153192544,5.189472871,12.58364161,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
10.55747873,4.247578397,0.225474864,4.141941044,6.390409205,9.186683536,0.003162431,0.030642072,1.626148418,1.922932379,11.57979958,7.441363717,0.700127655,9.562130549,14.60769999,10.15175518,7.721835538,0.079166072,5.518564008,8.915265221,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
10.37774848,9.105942198,0.280717927,2.559944189,14.99376571,8.785189711,7.922166916,0.071949522,1.414274877,5.460823693,11.44483682,10.1205683,0.636736184,4.049647568,31.14185775,10.95619386,8.384040086,0.346495532,2.295021788,16.20608087,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
9.900049332,9.934762175,0.191432617,2.707734477,14.7142824,8.728004064,8.668042046,0.039600378,1.699847335,6.620609356,11.55789109,10.85853742,0.433253169,4.581898014,36.66089497,9.858677084,9.652512757,0.186642555,2.182356792,13.94244746,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
10.51570269,7.886723277,0.37698385,6.774341785,8.87547602,9.066420499,6.394285773,0.114545599,3.595918997,2.705158699,11.52161214,8.989758932,0.650505618,14.27339551,19.0359507,10.36880521,7.916741187,0.306374829,5.009032748,9.052911468,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
12.24977795,7.402146452,0.078824001,8.85056788,8.694409372,11.34271071,4.323938876,0.000506185,3.624437001,3.198061695,13.21658702,9.701236866,0.219977856,26.14125103,15.24382426,11.63075784,8.451483306,0.029879967,4.869057293,12.94506688,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
13.0280886,1.223765616,0.282679401,4.216812408,0.320496771,12.22621801,0.004641626,0.042695023,1.880561146,0.012576219,14.07164781,7.415000172,0.495036667,7.799149899,5.72790789,12.06731961,8.100887393,0.049168752,4.00560779,3.227580564,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
10.5154721,9.37431433,0.153753053,4.234532757,7.723211237,9.462868691,8.094047453,0.003784372,2.339825866,2.2042394,11.78068509,10.90900661,0.317681832,9.400010558,17.82557182,10.55332525,9.050038854,0.248919454,5.637860396,14.81083852,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
10.97570079,9.345049105,0.125726599,2.190577398,10.06109235,9.706642347,8.249298081,0.004477,1.263472029,3.377854695,12.39792974,11.00587703,0.378199186,3.60654034,27.33743277,10.85386694,8.338002008,0.333200299,1.618288852,10.84331077,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
10.17770821,8.759107443,0.227849908,2.68100753,11.43929946,9.17884914,7.612595236,0.056353343,1.71365634,4.55226466,11.53862567,9.960075935,0.547403176,4.583896486,26.33178908,10.67048668,9.074715166,0.075234821,3.394759674,11.57426974,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
10.33070861,10.05578721,0.751882188,5.501590462,4.632181164,8.680940691,9.264953985,0.389317254,2.983708247,0.374192736,11.87621417,10.87370664,1.260916979,10.83037666,14.07598374,10.45762638,10.22568796,0.255946158,3.35259715,5.033032157,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
12.76354958,8.947631004,0.271178111,2.457453058,12.56868475,11.3587179,7.87766599,0.092943938,1.389738856,2.922998829,14.57619374,10.38162552,0.663863519,3.605025445,30.06281245,11.35763753,9.231993856,0.34175939,4.202373257,16.06448675,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
9.291388427,7.126881288,0.168080241,0.810161586,7.136293888,6.428415858,1.670811744,0.006945833,0.425934399,0.11604927,11.87622383,9.727484657,2.418493318,1.739415363,27.79946658,10.39307994,7.783153005,0.1825124,1.974790093,4.789001465,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
10.14039175,9.408177621,0.303496161,2.241682712,11.81678408,8.838833359,8.195330117,0.024518615,1.162622245,3.11931335,11.74375863,10.72688261,0.635738555,3.468266389,26.03220067,10.59386424,9.753430125,0.007807902,1.93291268,16.34245587,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
12.25340402,9.416519502,0.206965976,5.463544105,9.132234056,11.30876503,8.449252115,0.037295238,2.907424445,4.168324333,13.44148107,10.56992745,0.413933854,8.704898051,21.76893296,11.7021849,9.333657523,0.291416948,4.610332799,17.15683952,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
11.96023053,10.07999148,0.296540453,3.17853469,9.807701884,10.66903862,8.878622153,0.055119701,1.746041185,1.603582848,13.20942361,11.00186683,0.665232295,5.236026079,23.50245441,11.79159395,10.35095484,0.137227207,3.316838021,11.73536663,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
10.38151374,10.90531484,0.204573447,4.925036269,2.717294303,8.585709033,10.19548506,0.040977245,2.328855329,0.005348372,11.46958325,12.11500782,0.472974415,8.445797313,9.554624298,10.27609448,10.24993887,0.276286392,5.824914621,4.503951798,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
10.33191026,8.128240517,0.052346712,2.723078246,11.17284013,7.778723572,5.999058819,6.10E-05,0.814632835,2.794583079,18.93909106,10.30744008,0.196676753,4.477031232,36.53190271,10.06449507,9.809410578,0.060980375,4.084934312,12.11135746,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
10.90268208,9.826007159,0.307711002,3.521247563,3.908789196,9.584509656,8.899686215,0.058267249,1.83426296,0.024357334,12.4223805,11.11321079,0.666293936,5.550947725,11.22778166,11.41504411,9.929624349,0.197484565,2.716773127,4.073213602,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
10.8340651,9.030607524,0.1766532,2.479336816,15.96291696,9.243995512,7.982665281,0.045085388,1.439649272,6.538725074,11.86677782,10.35035527,0.484715411,4.041298141,42.4746524,11.75522491,8.567594461,0.269858327,2.55227154,8.87862571,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
9.932515121,3.598150786,0.163892177,6.481161602,5.49170468,8.357421008,0.035086018,0.003757701,1.640248815,0.639636621,10.91343364,8.471806895,0.506452713,23.58684686,13.73843029,10.408564,8.414790094,0.072919442,5.621808705,2.815607859,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
11.21110198,7.381654703,0.126135522,1.161777617,11.82248722,9.881796132,3.729369076,0.001436344,0.644585892,0.010334097,12.96517101,10.4743073,0.724502507,1.798210136,28.01605076,11.30775213,8.065119378,0.178203999,1.527422856,5.887735286,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
11.8729308,9.194499323,0.242683349,5.027320006,2.87607161,10.89131854,7.860485833,0.011102056,2.944730613,0.058799494,12.94210818,10.54425615,0.491368054,8.835183833,9.364462346,11.93416377,8.890807523,0.294166468,3.866264512,5.443319753,1.949860724,1.966292135,14254,103,103,584,20785,2,2,852
